Date	Time	Lat	Lon	Wind	Pressure	Type
8/29/2005	5:00:00 PM	30.267	-89.602	103	929	Hurricane, Category 2 Hurricane
8/29/2005	8:00:00 PM	31.10	-89.60	80	948	Hurricane, Category 1 Hurricane
8/29/2005	11:00:00 PM	31.866	-89.40	65	954	Hurricane, Tropical Storm Hurricane
8/30/2005	2:00:00 AM	32.60	-89.10	50	961	Tropical Storm, Tropical Storm Hurricane
8/30/2005	5:00:00 AM	33.35	-88.857	45	969	Tropical Storm, Tropical Storm Hurricane
8/30/2005	8:00:00 AM	34.10	-88.60	40	978	Tropical Storm, Tropical Storm Hurricane
8/30/2005	11:00:00 AM	34.857	-88.336	35	981	Tropical Storm, Tropical Depression Hurricane
8/30/2005	2:00:00 PM	35.60	-88.00	30	985	Tropical Depression, Tropical Depression Hurricane
8/30/2005	5:00:00 PM	36.292	-87.58	30	987	Tropical Depression, Tropical Depression Hurricane
8/30/2005	8:00:00 PM	37.00	-87.00	30	990	Tropical Depression, Tropical Depression Hurricane
8/30/2005	11:00:00 PM	37.792	-86.254	30	992	Tropical Depression, Tropical Depression Hurricane
8/31/2005	2:00:00 AM	38.60	-85.30	30	994	Extratropical, Tropical Depression Hurricane
8/31/2005	5:00:00 AM	39.368	-84.158	27	995	Extratropical, Tropical Depression Hurricane
8/31/2005	8:00:00 AM	40.10	-82.90	25	996	Extratropical, Tropical Depression Hurricane
