Date	Time	Lat	Lon	Wind	Pressure	Type
7/19/2005	3:00:00 PM	23.915	-94.565	94	968	Category 1 Hurricane
7/19/2005	6:00:00 PM	24.10	-95.10	98	959	Category 2 Hurricane
7/19/2005	9:00:00 PM	24.265	-95.623	112	953	Category 3 Major Hurricane
7/20/2005	12:00:00 AM	24.40	-96.10	127	948	Category 3 Major Hurricane
7/20/2005	3:00:00 AM	24.507	-96.523	127	946	Category 3 Major Hurricane
7/20/2005	6:00:00 AM	24.60	-96.90	127	944	Category 3 Major Hurricane
7/20/2005	9:00:00 AM	24.70	-97.228	127	944	Category 3 Major Hurricane
7/20/2005	12:00:00 PM	24.80	-97.60	127	944	Category 3 Major Hurricane
7/20/2005	3:00:00 PM	24.915	-98.127	104	959	Category 2 Hurricane
7/20/2005	6:00:00 PM	25.00	-98.70	81	975	Tropical Storm
7/20/2005	9:00:00 PM	25.015	-99.223	66	985	Tropical Storm
7/21/2005	12:00:00 AM	25.00	-99.70	52	995	Tropical Storm
7/21/2005	3:00:00 AM	25.00	-100.13	43	997	Tropical Storm
7/21/2005	6:00:00 AM	25.00	-100.50	35	1000	Tropical Depression
7/21/2005	9:00:00 AM	25.00	-100.815	31	1003	Tropical Depression
7/21/2005	12:00:00 PM	25.00	-101.10	29	1007	Tropical Depression
