Date	Time	Lat	Lon	Wind	Pressure	Type
7/14/2005	9:00:00 AM	38.857	-85.593	12	1009	Tropical Low
7/14/2005	12:00:00 PM	38.70	-85.60	12	1010	Tropical Low
7/14/2005	3:00:00 PM	38.55	-85.585	12	1010	Tropical Low
7/14/2005	6:00:00 PM	38.40	-85.60	12	1010	Tropical Low
7/14/2005	9:00:00 PM	38.242	-85.67	12	1009	Tropical Low
7/15/2005	12:00:00 AM	38.10	-85.80	12	1009	Tropical Low
7/15/2005	3:00:00 AM	37.963	-86.00	12	1009	Tropical Low
7/15/2005	6:00:00 AM	37.90	-86.20	12	1010	Tropical Low
7/15/2005	9:00:00 AM	37.962	-86.315	12	1011	Tropical Low
7/15/2005	12:00:00 PM	38.10	-86.40	12	1012	Tropical Low
7/15/2005	3:00:00 PM	38.25	-86.50	12	1012	Tropical Low
7/15/2005	6:00:00 PM	38.40	-86.60	12	1012	Tropical Low
7/15/2005	9:00:00 PM	38.463	-86.737	12	1011	Tropical Low
7/16/2005	12:00:00 AM	38.60	-86.80	12	1011	Tropical Low
7/16/2005	3:00:00 AM	38.955	-86.688	12	1012	Tropical Low
7/16/2005	6:00:00 AM	39.40	-86.50	12	1013	Tropical Low
7/16/2005	9:00:00 AM	39.815	-86.402	12	1013	Tropical Low
7/16/2005	12:00:00 PM	40.20	-86.20	12	1013	Tropical Low
7/16/2005	3:00:00 PM	40.523	-85.76	12	1013	Tropical Low
7/16/2005	6:00:00 PM	40.80	-85.20	12	1014	Tropical Low
7/16/2005	9:00:00 PM	41.028	-84.642	12	1013	Tropical Low
7/17/2005	12:00:00 AM	41.30	-84.10	12	1013	Tropical Low
7/17/2005	3:00:00 AM	41.72	-83.635	12	1013	Tropical Low
7/17/2005	6:00:00 AM	42.20	-83.20	12	1013	Tropical Low
7/17/2005	9:00:00 AM	42.657	-82.75	12	1013	Tropical Low
7/17/2005	12:00:00 PM	43.10	-82.30	12	1013	Tropical Low
7/17/2005	3:00:00 PM	43.515	-81.849	12	1012	Tropical Low
7/17/2005	6:00:00 PM	43.90	-81.40	12	1012	Tropical Low
7/17/2005	9:00:00 PM	44.22	-80.934	12	1011	Tropical Low
7/18/2005	12:00:00 AM	44.60	-80.50	12	1010	Tropical Low
7/18/2005	3:00:00 AM	45.148	-80.132	12	1009	Tropical Low
7/18/2005	6:00:00 AM	45.80	-79.80	12	1009	Tropical Low
